interview_id,turn_idx,gpt_label,gpt_confidence
129983,1,POSITIVE,1
176566,2,NEGATIVE,1
119249,1,NEUTRAL,0
166929,7,NEUTRAL,0
119315,5,NEUTRAL,0
129880,6,NEUTRAL,1
99040,4,POSITIVE,1
98733,2,NEUTRAL,1
99137,0,NEGATIVE,1
139917,6,NEUTRAL,1
140046,5,NEUTRAL,1
129616,0,POSITIVE,1
166942,1,POSITIVE,1
139719,8,NEUTRAL,1
176149,7,NEUTRAL,1
129982,1,NEGATIVE,1
140033,9,NEUTRAL,1
176224,1,NEGATIVE,1
119206,5,POSITIVE,1
89342,4,NEUTRAL,1
119321,14,NEUTRAL,1
140074,13,POSITIVE,1
119456,3,POSITIVE,1
149710,5,POSITIVE,1
109132,12,POSITIVE,1
89362,3,POSITIVE,1
140111,6,POSITIVE,1
119445,2,NEUTRAL,1
129961,1,NEGATIVE,1
129877,5,NEUTRAL,1
129614,3,POSITIVE,1
139719,3,NEUTRAL,1
176160,1,NEUTRAL,1
140217,5,NEUTRAL,1
140117,1,POSITIVE,1
119344,4,NEGATIVE,1
119381,1,NEUTRAL,1
139955,5,NEUTRAL,1
176402,10,NEUTRAL,1
109218,0,NEGATIVE,1
149631,5,POSITIVE,1
139810,11,POSITIVE,1
139766,4,NEGATIVE,1
166889,10,NEUTRAL,1
89101,5,NEGATIVE,1
89158,5,NEGATIVE,1
119315,9,NEUTRAL,0
99101,4,POSITIVE,1
98732,7,NEGATIVE,1
99204,11,POSITIVE,1
140197,3,NEUTRAL,0
119344,8,POSITIVE,1
176300,1,NEUTRAL,0
176305,3,NEUTRAL,0
109429,6,NEUTRAL,0
109110,6,NEUTRAL,0
176304,7,NEGATIVE,1
166716,5,POSITIVE,1
166808,17,POSITIVE,1
119310,2,POSITIVE,1
119253,1,POSITIVE,1
159820,3,NEUTRAL,0
98909,0,NEUTRAL,0
98741,5,POSITIVE,1
129612,2,NEUTRAL,0
149600,3,POSITIVE,1
129964,0,POSITIVE,1
140029,0,NEUTRAL,1
119321,6,NEUTRAL,1
119712,6,POSITIVE,1
159815,0,POSITIVE,1
149914,2,NEUTRAL,1
166745,0,POSITIVE,1
98795,4,NEUTRAL,1
159870,3,POSITIVE,1
166888,6,NEGATIVE,1
129961,0,NEGATIVE,1
166808,18,NEUTRAL,1
129972,16,NEUTRAL,1
149920,3,POSITIVE,1
99363,8,NEUTRAL,1
176562,8,POSITIVE,1
166889,7,POSITIVE,1
149652,8,POSITIVE,1
166720,10,POSITIVE,1
